RUN,TP,CODE,DYNAMIC PRESSURE,TEMP TS,BALANCE TEMP,PRESS TS,N1,N2,S1,S2,A1,R1,Lift (lbf),Drag (lbf),Pitch (in-lbf),Yaw (in-lbf),Side (lbf),Roll (in-lbf),Length,Flap Angle,FCY/N,DC/SC
1,1,1,0.0,0.0,0.0,0.0,0.129254,0.156363,-0.075564,0.117126,7.138744,0.007669,-47.791388,173.474932,7.176588,40.981308,-5.916748,0,5.5,30,Y,SC
1,2,0,39.987697,78.35239,4177.026319,14.562477,-0.001067,0.000399,-0.000183,0.00022,0.044099,0.000554,0.107822,1.074237,0.331358,0.078966,-0.012387,0,5.5,30,Y,SC
1,3,0,45.183001,78.721698,4176.999673,14.522756,-0.001238,0.00046,-0.000123,0.000198,0.049662,0.000644,0.125908,1.209756,0.383159,0.060687,-0.019153,0,5.5,30,Y,SC
1,4,0,49.957363,79.855744,4176.986138,14.485919,-0.001372,0.000413,-1.6e-05,0.000147,0.053949,0.000656,0.15578,1.314361,0.399834,0.027211,-0.028953,0,5.5,30,Y,SC
1,1,1,0.0,0.0,0.0,0.0,0.129985,0.15581,-0.075445,0.116793,7.141305,0.007083,-47.819083,173.538049,6.870723,40.897586,-5.878413,0,5.5,35,N,DC
1,2,0,40.123852,76.591181,4179.163925,14.524916,-0.000515,0.00033,-0.000472,0.000495,0.038964,-0.00028,0.026988,0.948779,0.193946,0.20162,-0.009687,0,5.5,35,N,DC
1,3,0,45.220154,77.602515,4179.020368,14.483859,-0.00058,0.000304,-0.000267,0.000287,0.042979,-0.000354,0.042967,1.04678,0.197771,0.11511,-0.007721,0,5.5,35,N,DC
1,4,0,49.959896,79.16872,4178.877809,14.445277,-0.000763,0.000329,-0.000324,0.000342,0.046451,-0.000399,0.068581,1.131421,0.245792,0.13759,-0.009149,0,5.5,35,N,DC
1,1,1,0.0,0.0,0.0,0.0,0.12963,0.156131,-0.07515,0.116903,7.139535,0.007064,-47.813826,173.494291,7.028286,40.852382,-5.945008,0,5.5,35,N,SC
1,2,0,39.969222,75.594104,4176.765051,14.559551,-0.00016,0.000147,-0.000612,0.000567,0.04002,-0.000286,-0.001763,0.97461,0.069577,0.250884,0.001627,0,5.5,35,N,SC
1,3,0,45.194576,77.802599,4176.648515,14.520521,-0.000315,8.7e-05,-0.000728,0.000624,0.043964,-0.000357,0.033278,1.070909,0.091147,0.28699,0.009257,0,5.5,35,N,SC
1,4,0,49.870642,78.563819,4176.633177,14.483831,-0.000383,9.8e-05,-0.000744,0.000695,0.047852,-0.000358,0.042011,1.165607,0.108787,0.305358,-0.000738,0,5.5,35,N,SC
1,1,1,0.0,0.0,0.0,0.0,0.12943,0.15609,-0.074664,0.116606,7.143572,0.006881,-47.77288,173.59282,7.056619,40.687146,-5.97464,0,5.5,35,Y,DC
1,2,0,40.33468,74.970434,4172.600384,14.526806,-0.000664,0.000285,-0.000179,0.00023,0.045794,0.000544,0.060157,1.115455,0.210554,0.084559,-0.013043,0,5.5,35,Y,DC
1,3,0,45.043133,75.379986,4172.589301,14.499362,-0.000806,0.000342,-0.000258,0.000265,0.050656,0.000593,0.073821,1.233905,0.256612,0.107755,-0.006821,0,5.5,35,Y,DC
1,4,0,50.114475,77.803207,4172.469634,14.447434,-0.001228,0.000353,-0.000437,0.000382,0.05432,0.000838,0.140788,1.323439,0.357912,0.167071,-0.000429,0,5.5,35,Y,DC
1,1,1,0.0,0.0,0.0,0.0,0.130164,0.156838,-0.07443,0.116285,7.147972,0.007601,-48.015192,173.698419,7.061605,40.569679,-5.947358,0,5.5,35,Y,SC
1,2,0,40.68252,68.043737,4168.52917,14.677831,-0.000242,-9.2e-05,-0.00058,0.000439,0.045208,0.000323,0.051525,1.101582,0.028205,0.219661,0.016034,0,5.5,35,Y,SC
1,3,0,45.031961,70.479406,4168.457687,14.644827,-0.00041,-0.000123,-0.000524,0.000401,0.049447,0.000499,0.084409,1.205031,0.057086,0.199424,0.012067,0,5.5,35,Y,SC
1,4,0,50.022323,71.669344,4168.368471,14.603118,-0.000497,-0.000135,-0.000506,0.000414,0.054285,0.000578,0.10055,1.322943,0.072785,0.1983,0.006377,0,5.5,35,Y,SC
1,1,1,0.0,0.0,0.0,0.0,0.130713,0.15528,-0.075392,0.116784,7.139702,0.008196,-47.851704,173.499395,6.575437,40.89487,-5.884753,0,5.5,40,N,DC
1,2,0,40.030755,75.501845,4179.668074,14.536484,-0.000271,0.000338,-0.000142,0.000137,0.048087,-0.000383,-0.013024,1.171033,0.131027,0.060149,-0.000173,0,5.5,40,N,DC
1,3,0,45.125583,76.063835,4179.618067,14.498723,-0.000445,0.000415,-0.000224,0.000235,0.053266,-0.000469,0.002492,1.297123,0.189588,0.096489,-0.004287,0,5.5,40,N,DC
1,4,0,50.043011,77.286457,4179.480885,14.459833,-0.000614,0.000444,-0.000178,0.000207,0.057971,-0.000519,0.025635,1.411824,0.233384,0.080204,-0.00799,0,5.5,40,N,DC
1,1,1,0.0,0.0,0.0,0.0,0.130371,0.155662,-0.075569,0.117204,7.141835,0.006887,-47.86047,173.550574,6.750121,41.01424,-5.927428,0,5.5,40,N,SC
1,2,0,39.925555,74.362865,4176.943869,14.561723,-0.000563,0.000467,-0.000508,0.000529,0.04564,-0.000431,0.011969,1.111223,0.236216,0.215685,-0.009085,0,5.5,40,N,SC
1,3,0,45.029897,75.748399,4176.870536,14.523482,-0.000797,0.00056,-0.000448,0.00052,0.050333,-0.000535,0.03512,1.225497,0.310756,0.199111,-0.018081,0,5.5,40,N,SC
1,4,0,50.085977,78.228194,4176.768036,14.481437,-0.001067,0.000574,-0.000764,0.00075,0.054723,-0.000559,0.075968,1.33258,0.379466,0.312434,-0.007883,0,5.5,40,N,SC
1,1,1,0.0,0.0,0.0,0.0,0.130192,0.155648,-0.074598,0.116597,7.146219,0.007655,-47.82546,173.657519,6.772918,40.681593,-5.982084,0,5.5,40,Y,DC
1,2,0,39.99907,74.444292,4172.917672,14.529864,-0.000674,0.000162,0.000212,-0.000133,0.050789,0.000329,0.083741,1.237475,0.17552,-0.072213,-0.015135,0,5.5,40,Y,DC
1,3,0,44.99435,75.715668,4172.782722,14.490198,-0.000876,0.0002,0.000243,-7.7e-05,0.056049,0.000449,0.110272,1.365611,0.229433,-0.068153,-0.030894,0,5.5,40,Y,DC
1,4,0,50.076995,76.619513,4172.660878,14.452224,-0.000925,0.00011,4.5e-05,-3.9e-05,0.061491,0.000467,0.132882,1.498478,0.219473,-0.017244,-0.006388,0,5.5,40,Y,DC
1,1,1,0.0,0.0,0.0,0.0,0.131572,0.156206,-0.074378,0.116519,7.148686,0.006522,-48.144284,173.715639,6.586244,40.624569,-5.99142,0,5.5,40,Y,SC
1,2,0,40.364865,67.634869,4169.39661,14.680954,-0.000569,3.8e-05,-0.00046,0.000387,0.050741,0.00047,0.084074,1.236355,0.131381,0.180433,0.004393,0,5.5,40,Y,SC
1,3,0,45.516909,68.951965,4169.327835,14.639289,-0.00077,3.7e-05,-0.000389,0.000321,0.056873,0.00065,0.117711,1.385893,0.174428,0.15093,0.002754,0,5.5,40,Y,SC
1,4,0,50.110077,70.218301,4169.250566,14.604886,-0.000979,4.8e-05,-0.00059,0.000444,0.062263,0.000553,0.149312,1.517349,0.226326,0.218229,0.012992,0,5.5,40,Y,SC
1,1,1,0.0,0.0,0.0,0.0,0.130665,0.155855,-0.075459,0.116948,7.143683,0.007815,-47.939401,173.595273,6.725389,40.938152,-5.898035,0,5.5,45,N,DC
1,2,0,40.127754,70.815537,4180.481089,14.538207,-0.000561,0.000396,-0.000418,0.000364,0.051967,-0.000459,0.024173,1.265603,0.214856,0.163604,0.004084,0,5.5,45,N,DC
1,3,0,45.263285,76.973173,4180.154214,14.498282,-0.001289,0.00054,-0.000335,0.000365,0.056122,-0.000479,0.120007,1.366997,0.415102,0.139958,-0.013095,0,5.5,45,N,DC
1,4,0,49.968336,77.475524,4180.038597,14.461704,-0.001445,0.000599,-0.000392,0.000438,0.061417,-0.000573,0.135445,1.495958,0.464722,0.166294,-0.016946,0,5.5,45,N,DC
1,1,1,0.0,0.0,0.0,0.0,0.131015,0.156197,-0.074489,0.116409,7.148536,0.007661,-48.050425,173.712571,6.712563,40.620865,-5.9582,0,5.5,45,N,SC
1,2,0,40.365299,67.96244,4168.409604,14.678425,-0.000911,0.000619,-0.000226,0.000228,0.045571,-0.00063,0.04576,1.109653,0.348511,0.088995,-0.004178,0,5.5,45,N,SC
1,3,0,45.34512,70.4114,4168.385708,14.640162,-0.001062,0.000601,-0.000243,0.000239,0.050613,-0.000642,0.073576,1.232599,0.37747,0.094662,-0.004434,0,5.5,45,N,SC
1,4,0,50.673323,71.867279,4168.306754,14.600952,-0.001325,0.000652,-0.000282,0.000289,0.055737,-0.000746,0.108037,1.357503,0.449455,0.11157,-0.007999,0,5.5,45,N,SC
1,2,0,40.176357,70.582672,4173.908449,14.529154,-0.000136,0.000553,0.00034,0.000321,0.069179,0.000313,-0.071902,1.683828,0.141505,-0.00127,-0.107633,0,5.5,45,Y,DC
1,3,0,45.120588,73.097891,4173.755867,14.489123,-0.000425,0.000594,0.000203,0.000377,0.075234,0.000377,-0.031566,1.831497,0.217996,0.037805,-0.096656,0,5.5,45,Y,DC
1,4,0,49.732135,76.112684,4173.261224,14.457185,-0.000792,0.000453,1.1e-05,0.00043,0.078597,0.000368,0.051839,1.914004,0.269648,0.08851,-0.078021,0,5.5,45,Y,DC
1,1,1,0.0,0.0,0.0,0.0,0.130027,0.155614,-0.074516,0.116536,7.144972,0.007612,-47.792408,173.627309,6.802096,40.650525,-5.986068,0,5.5,45,Y,DC
1,1,1,0.0,0.0,0.0,0.0,0.130215,0.156994,-0.074383,0.116396,7.148616,0.007363,-48.049955,173.713642,7.087697,40.582016,-5.972446,0,5.5,45,Y,SC
1,2,0,40.760252,70.287448,4168.67587,14.673857,-0.000486,-4.7e-05,-0.000151,7.4e-05,0.05753,0.000136,0.085817,1.401966,0.084535,0.052177,0.007676,0,5.5,45,Y,SC
1,3,0,45.247495,71.178085,4168.59091,14.640616,-0.000597,-6.9e-05,-0.000189,3.7e-05,0.063216,0.000123,0.107775,1.540674,0.103243,0.052362,0.019324,0,5.5,45,Y,SC
1,4,0,50.875646,72.218051,4168.49536,14.598158,-0.000712,-0.000113,-1.6e-05,4.3e-05,0.07056,0.000428,0.133928,1.719585,0.11509,0.017895,-0.010778,0,5.5,45,Y,SC
