RUN,TP,CODE,DYNAMIC PRESSURE,TEMP TS,BALANCE TEMP,PRESS TS,N1,N2,S1,S2,A1,R1,Lift (lbf),Drag (lbf),Pitch (in-lbf),Yaw (in-lbf),Side (lbf),Roll (in-lbf),Length,Flap Angle,FCY/N,DC/SC
1,4,0,50.025144,76.287752,4174.532262,14.46362,-0.000504,-0.000443,-0.000277,0.000258,0.041946,0.001052,0.153471,1.022894,0.000629,0.118653,-0.006101,0,4.0,35,Y,SC
1,1,1,0.0,0.0,0.0,0.0,0.128718,0.15679,-0.075415,0.116794,7.140906,0.007239,-47.771599,173.527491,7.398605,40.872512,-5.884466,0,4.0,40,N,DC
1,2,0,40.215019,73.280402,4178.671038,14.535544,-0.000504,0.000504,-0.00047,0.000438,0.034601,-0.00036,-0.003084,0.84225,0.234113,0.18715,0.0012,0,4.0,40,N,DC
1,3,0,45.147301,76.705737,4178.646325,14.494511,-0.000786,0.000539,-0.000473,0.000531,0.038143,-0.000371,0.036945,0.928578,0.307081,0.205167,-0.015799,0,4.0,40,N,DC
1,4,0,50.094167,77.384768,4178.566312,14.456977,-0.000878,0.000515,-0.000481,0.000565,0.041865,-0.000444,0.055865,1.019311,0.321857,0.214187,-0.021167,0,4.0,40,N,DC
1,1,1,0.0,0.0,0.0,0.0,0.129389,0.157109,-0.075184,0.116852,7.143942,0.007381,-47.935026,173.600213,7.318056,40.838516,-5.925365,0,4.0,40,N,DC
1,2,0,40.431594,75.06822,4177.932132,14.553812,-0.001228,0.000378,-0.000262,0.000248,0.032683,-0.000348,0.137792,0.796316,0.36797,0.098794,-0.005523,0,4.0,40,N,DC
1,3,0,45.215328,76.639056,4177.800618,14.516133,-0.001442,0.000324,-0.000279,0.000257,0.035295,-0.000375,0.181885,0.860179,0.403475,0.10362,-0.006018,0,4.0,40,N,DC
1,4,0,50.264939,78.296372,4177.624446,14.4792,-0.001661,0.000331,-0.000314,0.000286,0.037966,-0.000439,0.216668,0.925394,0.455579,0.115724,-0.006677,0,4.0,40,N,DC
1,1,1,0.0,0.0,0.0,0.0,0.128731,0.156784,-0.075306,0.116679,7.138613,0.007312,-47.772181,173.471687,7.392943,40.825443,-5.882497,0,4.0,40,Y,DC
1,2,0,40.086792,75.303701,4176.718631,14.538406,-0.000479,0.000126,0.000133,-5e-06,0.041006,0.000577,0.057225,0.998987,0.126636,-0.028291,-0.023159,0,4.0,40,Y,DC
1,3,0,44.92628,77.668105,4176.805504,14.496352,-0.000632,8.3e-05,5.8e-05,7.4e-05,0.045192,0.000704,0.088888,1.101108,0.151535,0.004011,-0.026054,0,4.0,40,Y,DC
1,4,0,50.076084,78.728307,4176.797726,14.463661,-0.000677,9.9e-05,0.000158,-8e-06,0.049938,0.000804,0.093904,1.216743,0.162509,-0.034318,-0.028395,0,4.0,40,Y,DC
1,1,1,0.0,0.0,0.0,0.0,0.128614,0.157291,-0.07448,0.116477,7.144627,0.005949,-47.835356,173.61703,7.530883,40.60409,-5.978762,0,4.0,40,Y,SC
1,2,0,39.917061,71.642038,4174.351752,14.543076,9.4e-05,-0.000435,-0.000428,0.000347,0.039831,0.000911,0.053326,0.970951,-0.132545,0.17348,0.006959,0,4.0,40,Y,SC
1,3,0,45.04654,72.657388,4174.338662,14.5031,0.000289,-0.000628,-0.000446,0.000383,0.044833,0.001092,0.052664,1.092979,-0.224825,0.188547,0.003616,0,4.0,40,Y,SC
1,4,0,49.357998,75.185283,4174.28832,14.460333,0.00011,-0.000716,-0.000581,0.000485,0.04796,0.001158,0.095882,1.169408,-0.203869,0.238253,0.006145,0,4.0,40,Y,SC
1,1,1,0.0,0.0,0.0,0.0,0.129036,0.156576,-0.07545,0.11685,7.141024,0.007575,-47.789142,173.530487,7.274527,40.896262,-5.88798,0,4.0,45,N,DC
1,2,0,40.122782,71.47152,4178.750461,14.544595,-0.000466,0.000448,-0.000367,0.000332,0.040861,-0.000466,0.000143,0.994885,0.208321,0.144912,0.002481,0,4.0,45,N,DC
1,3,0,45.165291,73.252477,4178.758079,14.497212,-0.000491,0.000442,-0.000473,0.000445,0.045888,-0.000503,0.004702,1.117317,0.212964,0.191393,5.1e-05,0,4.0,45,N,DC
1,4,0,50.2382,75.449458,4178.760971,14.456623,-0.000581,0.000394,-0.00036,0.000384,0.050592,-0.000593,0.027563,1.232057,0.2191,0.155263,-0.008739,0,4.0,45,N,DC
1,1,1,0.0,0.0,0.0,0.0,0.128839,0.156886,-0.0751,0.116742,7.140235,0.007395,-47.807098,173.510726,7.390585,40.794997,-5.925171,0,4.0,45,N,DC
1,2,0,39.973567,73.997036,4177.819176,14.555615,-0.000477,0.000384,-0.000164,0.00024,0.041202,-0.000549,0.013072,1.003264,0.19276,0.083241,-0.015193,0,4.0,45,N,DC
1,3,0,44.982207,77.327412,4177.696551,14.518205,-0.00073,0.000437,-0.00055,0.000517,0.044865,-0.000594,0.044473,1.09255,0.268081,0.220764,-0.001343,0,4.0,45,N,DC
1,4,0,49.99044,78.360518,4177.600138,14.476373,-0.001018,0.000539,-1.1e-05,0.000155,0.048644,-0.000672,0.076945,1.184654,0.350295,0.028698,-0.027847,0,4.0,45,N,DC
1,1,1,0.0,0.0,0.0,0.0,0.129158,0.156557,-0.075315,0.116774,7.138389,0.007027,-47.805694,173.46623,7.240922,40.852324,-5.896117,0,4.0,45,Y,DC
1,2,0,40.097271,76.887011,4176.414041,14.530987,-0.000689,0.000257,-0.000323,0.000303,0.04738,0.000678,0.068426,1.154168,0.210946,0.130566,-0.002508,0,4.0,45,Y,DC
1,3,0,45.067538,77.777034,4176.428868,14.494206,-0.000684,0.000153,-0.000112,0.000254,0.052671,0.000589,0.084793,1.283143,0.180734,0.077563,-0.029108,0,4.0,45,Y,DC
1,4,0,50.113212,78.256456,4176.443243,14.455287,-0.000875,0.000231,-6.1e-05,0.000215,0.058116,0.00079,0.103524,1.415794,0.241184,0.057222,-0.031398,0,4.0,45,Y,DC
1,1,1,0.0,0.0,0.0,0.0,0.129124,0.157152,-0.074544,0.116553,7.14502,0.006089,-47.896943,173.626459,7.380669,40.638603,-5.979182,0,4.0,45,Y,SC
1,2,0,40.138497,70.938345,4174.253787,14.544102,4.3e-05,-0.000316,-0.000542,0.000398,0.046299,0.000888,0.04161,1.128386,-0.092611,0.207433,0.017359,0,4.0,45,Y,SC
1,3,0,45.316695,75.994875,4174.099717,14.505181,-0.000517,-0.00035,-0.000876,0.000527,0.050385,0.000998,0.138555,1.228451,0.031139,0.301407,0.045293,0,4.0,45,Y,SC
1,4,0,49.97803,76.747859,4174.081218,14.464647,-0.000224,-0.000483,-0.000863,0.000571,0.05562,0.001,0.111953,1.355945,-0.069727,0.312248,0.036646,0,4.0,45,Y,SC
1,1,1,0.0,0.0,0.0,0.0,0.128199,0.157167,-0.075419,0.116777,7.141106,0.007452,-47.748312,173.532096,7.608805,40.862563,-5.881504,0,5.5,0,N,DC
1,2,0,40.323715,71.767978,4178.814685,14.534896,-0.000315,0.000387,-0.0003,0.000304,0.007868,-0.000117,-0.013572,0.191102,0.168062,0.122032,-0.002843,0,5.5,0,N,DC
1,3,0,44.988338,73.219045,4178.829971,14.493742,-0.000465,0.000459,-0.000422,0.000491,0.008476,-8.1e-05,-0.001743,0.205764,0.222483,0.185162,-0.015432,0,5.5,0,N,DC
1,4,0,50.048998,74.192664,4178.819978,14.492844,-0.000472,0.000446,-0.000316,0.000431,0.009028,-0.00011,0.00189,0.219229,0.219127,0.150456,-0.022452,0,5.5,0,N,DC
1,1,1,0.0,0.0,0.0,0.0,0.12757,0.15758,-0.075622,0.116852,7.138234,0.007057,-47.712884,173.461917,7.856402,40.911903,-5.862441,0,5.5,0,N,SC
1,2,0,39.822324,73.761525,4181.269575,14.539713,-0.000319,0.000369,-0.000296,0.000357,0.007094,-9.4e-05,-0.01019,0.172203,0.165199,0.132301,-0.012675,0,5.5,0,N,SC
1,3,0,44.980635,76.523592,4181.330958,14.501918,-0.000382,0.000274,-0.000268,0.000315,0.00762,-9.2e-05,0.015932,0.185252,0.156373,0.118011,-0.011027,0,5.5,0,N,SC
1,4,0,50.330136,78.010197,4181.343509,14.463663,-0.000509,0.000347,-0.000262,0.000327,0.008162,-7e-05,0.024845,0.198399,0.202903,0.117856,-0.01443,0,5.5,0,N,SC
1,1,1,0.0,0.0,0.0,0.0,0.128027,0.157116,-0.075238,0.116696,7.138424,0.00714,-47.710999,173.466936,7.634819,40.806016,-5.898371,0,5.5,0,Y,DC
1,2,0,40.022678,75.335915,4175.685407,14.535595,-0.00051,0.000159,8.8e-05,0.000111,0.015407,0.001224,0.056896,0.375215,0.150973,0.001291,-0.035569,0,5.5,0,Y,DC
1,3,0,45.117745,77.01833,4175.746423,14.495258,-0.000688,0.000142,0.000116,0.000139,0.016972,0.001348,0.088839,0.413441,0.187265,0.000335,-0.046146,0,5.5,0,Y,DC
1,4,0,50.308473,78.042305,4175.786946,14.456725,-0.000779,0.000189,4.8e-05,0.000202,0.01838,0.00148,0.095574,0.447712,0.220104,0.027039,-0.046307,0,5.5,0,Y,DC
1,1,1,0.0,0.0,0.0,0.0,0.128345,0.157898,-0.075481,0.116933,7.142831,0.007488,-47.89343,173.57262,7.752359,40.902503,-5.891956,0,5.5,0,Y,SC
1,2,0,40.027313,72.043573,4181.130645,14.53986,-0.000699,0.000143,-0.000143,0.000294,0.014038,0.001261,0.089727,0.34199,0.194278,0.086885,-0.030809,0,5.5,0,Y,SC
1,3,0,45.125502,73.426676,4181.131333,14.513183,-0.000839,0.000148,-5.6e-05,0.00027,0.015288,0.001481,0.112123,0.372491,0.22644,0.0627,-0.041497,0,5.5,0,Y,SC
1,4,0,50.07636,75.445918,4181.055218,14.466699,-0.001085,0.000152,5.5e-05,0.000251,0.016117,0.001645,0.152021,0.3928,0.28251,0.033619,-0.058005,0,5.5,0,Y,SC
1,1,1,0.0,0.0,0.0,0.0,0.128199,0.157,-0.075432,0.116763,7.139848,0.007002,-47.720621,173.501755,7.569118,40.863562,-5.878236,0,5.5,5,N,DC
1,2,0,39.947825,74.867255,4178.65555,14.532298,-0.000277,0.000351,-0.000355,0.000441,0.008698,-7.3e-05,-0.014623,0.211235,0.152226,0.162948,-0.017373,0,5.5,5,N,DC
1,3,0,44.740278,76.368668,4178.667478,14.491212,-0.000269,0.000239,-0.000216,0.000397,0.009251,-3.5e-05,0.002707,0.224847,0.121342,0.12576,-0.033148,0,5.5,5,N,DC
1,4,0,50.267409,77.229809,4178.649094,14.454408,-0.000409,0.000267,-0.000303,0.000502,0.009954,-5.6e-05,0.020559,0.241969,0.161754,0.164802,-0.037745,0,5.5,5,N,DC
1,1,1,0.0,0.0,0.0,0.0,0.127703,0.157397,-0.075615,0.116793,7.137786,0.007691,-47.704418,173.45128,7.781595,40.90069,-5.853925,0,5.5,5,N,SC
1,2,0,40.026529,74.723825,4181.46421,14.538344,-0.000474,0.000549,-0.000172,0.000272,0.00843,-0.000165,-0.013985,0.204564,0.242258,0.085773,-0.017821,0,5.5,5,N,SC
1,3,0,44.931886,76.149122,4181.476158,14.51774,-0.000407,0.00046,-0.000159,0.000301,0.009438,-0.000184,-0.010441,0.229193,0.205337,0.090434,-0.025137,0,5.5,5,N,SC
1,4,0,50.015395,76.957781,4181.495247,14.461434,-0.000489,0.000453,-0.000178,0.000354,0.01012,-0.000155,0.00394,0.245834,0.222687,0.105256,-0.031687,0,5.5,5,N,SC
1,1,1,0.0,0.0,0.0,0.0,0.128118,0.156994,-0.075174,0.116704,7.138812,0.006882,-47.705861,173.476475,7.583653,40.796225,-5.910604,0,5.5,5,Y,DC
1,2,0,40.291895,77.847931,4175.022718,14.5339,-0.000656,9.8e-05,-5.2e-05,0.000223,0.015967,0.001252,0.090426,0.389038,0.17181,0.054064,-0.033512,0,5.5,5,Y,DC
1,3,0,44.878391,78.731274,4175.088139,14.496769,-0.000681,8.2e-05,-0.000126,0.000241,0.016963,0.001403,0.096865,0.413384,0.174141,0.073531,-0.024903,0,5.5,5,Y,DC
1,4,0,49.989669,79.288411,4175.12816,14.462947,-0.000785,7.4e-05,6.6e-05,0.000209,0.018436,0.001563,0.115679,0.449252,0.193755,0.025852,-0.051132,0,5.5,5,Y,DC
1,1,1,0.0,0.0,0.0,0.0,0.128055,0.157605,-0.07556,0.116841,7.139236,0.007181,-47.796821,173.48592,7.749739,40.900154,-5.867462,0,5.5,5,Y,SC
1,2,0,39.960928,74.149635,4181.153546,14.539452,-0.000584,0.000195,-0.000333,0.000466,0.015543,0.001329,0.061252,0.378428,0.182869,0.163798,-0.028386,0,5.5,5,Y,SC
1,3,0,45.46796,78.683704,4181.085061,14.496895,-0.000882,0.000158,-0.000218,0.000414,0.016125,0.001519,0.116774,0.392845,0.241189,0.126709,-0.040338,0,5.5,5,Y,SC
1,4,0,50.004638,79.234111,4181.042695,14.465107,-0.001042,0.000145,-0.000251,0.000436,0.017331,0.001704,0.145041,0.422363,0.274913,0.13745,-0.039887,0,5.5,5,Y,SC
1,1,1,0.0,0.0,0.0,0.0,0.12865,0.156802,-0.075395,0.116777,7.140214,0.007651,-47.762421,173.510679,7.417033,40.864103,-5.885326,0,5.5,10,N,DC
1,2,0,39.988004,73.609027,4178.722354,14.532356,-0.000514,0.000495,-0.000183,0.000235,0.012518,-0.000173,0.001746,0.304317,0.237159,0.080978,-0.010564,0,5.5,10,N,DC
1,3,0,45.178065,75.000667,4178.735589,14.492203,-0.000606,0.000503,-0.000109,0.00017,0.013772,-0.00023,0.015801,0.334949,0.258482,0.050985,-0.011826,0,5.5,10,N,DC
1,4,0,50.173854,76.687539,4178.704227,14.453625,-0.000766,0.000548,-0.000277,0.000379,0.014647,-0.000225,0.033744,0.356168,0.309,0.12893,-0.021053,0,5.5,10,N,DC
1,1,1,0.0,0.0,0.0,0.0,0.127982,0.157164,-0.075633,0.116803,7.13785,0.008323,-47.712038,173.453058,7.661197,40.910851,-5.85273,0,5.5,10,N,SC
1,2,0,39.959263,74.003335,4181.585927,14.538967,-0.000599,0.000646,-0.000366,0.00035,0.012056,-0.000311,-0.009708,0.29287,0.295766,0.14155,1.1e-05,0,5.5,10,N,SC
1,3,0,44.949482,78.890855,4181.622739,14.499181,-0.000584,0.000448,-0.000398,0.000468,0.012775,-0.000348,0.019793,0.310619,0.245603,0.175176,-0.016202,0,5.5,10,N,SC
1,4,0,50.026284,79.140415,4181.620377,14.471679,-0.000703,0.000514,-0.000388,0.000409,0.013949,-0.000397,0.028763,0.339224,0.288053,0.159215,-0.008131,0,5.5,10,N,SC
1,1,1,0.0,0.0,0.0,0.0,0.128397,0.156732,-0.075152,0.116691,7.13905,0.006943,-47.708759,173.482524,7.455759,40.793484,-5.912035,0,5.5,10,Y,DC
1,2,0,40.097492,76.023321,4174.501398,14.534922,-0.000369,0.000113,-5.7e-05,0.000136,0.019347,0.00103,0.041132,0.471279,0.107652,0.039284,-0.015795,0,5.5,10,Y,DC
1,3,0,44.971657,77.379332,4174.554237,14.497218,-0.000471,9.9e-05,-0.000105,0.000196,0.021256,0.001252,0.059734,0.517827,0.12794,0.061803,-0.019052,0,5.5,10,Y,DC
1,4,0,49.845412,78.968582,4174.605377,14.45752,-0.000632,0.0001,-9.7e-05,0.000174,0.022773,0.00143,0.0862,0.554929,0.164688,0.054248,-0.017656,0,5.5,10,Y,DC
1,1,1,0.0,0.0,0.0,0.0,0.128099,0.157298,-0.075568,0.116819,7.136841,0.007115,-47.753461,173.428095,7.666545,40.900113,-5.864163,0,5.5,10,Y,SC
1,2,0,40.131685,76.16344,4180.730223,14.538893,-0.000533,0.000125,-7.6e-05,0.000153,0.01871,0.00118,0.065881,0.455845,0.148816,0.045406,-0.016678,0,5.5,10,Y,SC
1,3,0,45.053853,77.359132,4180.767182,14.501308,-0.000566,9.9e-05,-8.4e-05,0.000157,0.020722,0.0013,0.075635,0.504931,0.149654,0.048221,-0.016509,0,5.5,10,Y,SC
1,4,0,50.19287,78.594749,4180.791929,14.463446,-0.000786,9.7e-05,-0.000199,0.000209,0.022737,0.001556,0.11192,0.5542,0.200658,0.081909,-0.008101,0,5.5,10,Y,SC
1,1,1,0.0,0.0,0.0,0.0,0.129127,0.156658,-0.075458,0.116802,7.142448,0.007707,-47.817494,173.565031,7.272537,40.887833,-5.877214,0,5.5,15,N,DC
1,2,0,40.138015,71.582651,4178.978708,14.532494,-0.000578,0.000595,-0.000344,0.000384,0.018547,-0.000141,-0.005172,0.451033,0.276621,0.145636,-0.009542,0,5.5,15,N,DC
1,3,0,45.0595,73.505915,4178.960185,14.493378,-0.000667,0.000575,-0.000321,0.000447,0.020294,-0.000157,0.012446,0.493597,0.291877,0.153792,-0.024902,0,5.5,15,N,DC
1,4,0,49.965065,77.90189,4178.775014,14.454426,-0.001072,0.000619,-0.000198,0.000394,0.019645,-0.000183,0.07225,0.477957,0.394492,0.113117,-0.037966,0,5.5,15,N,DC
1,1,1,0.0,0.0,0.0,0.0,0.128069,0.157,-0.075628,0.116804,7.137289,0.007577,-47.69942,173.439616,7.601799,40.912264,-5.854255,0,5.5,15,N,SC
1,2,0,39.876645,75.76629,4181.651471,14.54097,-0.000487,0.000578,-0.000196,0.000199,0.018282,-0.000154,-0.016345,0.444636,0.248969,0.076451,-0.001311,0,5.5,15,N,SC
1,3,0,44.895957,76.61605,4181.689321,14.501961,-0.000489,0.000514,-0.000337,0.000344,0.020539,-0.000186,-0.006464,0.499678,0.235578,0.137539,-0.003917,0,5.5,15,N,SC
1,4,0,50.33791,77.961602,4181.70873,14.461657,-0.000597,0.000588,-0.00046,0.000462,0.022745,-0.000212,-0.001364,0.553316,0.279487,0.186956,-0.004293,0,5.5,15,N,SC
1,1,1,0.0,0.0,0.0,0.0,0.128555,0.15663,-0.075034,0.11669,7.139811,0.007055,-47.717874,173.501058,7.393507,40.770616,-5.930529,0,5.5,15,Y,DC
1,2,0,40.10352,75.675936,4173.879727,14.534058,-0.000507,0.000249,-7.1e-05,0.000166,0.024431,0.000896,0.041007,0.594954,0.171002,0.047026,-0.018657,0,5.5,15,Y,DC
1,3,0,45.074956,78.586905,4173.960433,14.493791,-0.000672,0.000165,-0.000189,0.000243,0.026439,0.000995,0.081596,0.644144,0.18954,0.087691,-0.014293,0,5.5,15,Y,DC
1,4,0,49.998181,79.722834,4174.010092,14.457479,-0.000787,0.000107,-1.9e-05,0.000148,0.028305,0.001144,0.110507,0.689753,0.199296,0.031915,-0.026883,0,5.5,15,Y,DC
1,1,1,0.0,0.0,0.0,0.0,0.128225,0.157161,-0.075556,0.116782,7.136886,0.007293,-47.751512,173.429377,7.603933,40.89213,-5.860024,0,5.5,15,Y,SC
1,2,0,39.988907,77.60065,4180.50003,14.538089,-0.00075,0.000354,-0.000176,0.000231,0.023911,0.00094,0.063323,0.58229,0.253813,0.079931,-0.013521,0,5.5,15,Y,SC
1,3,0,45.105203,78.446963,4180.521387,14.507718,-0.00082,0.000371,-0.000227,0.000256,0.026675,0.001093,0.071983,0.649641,0.273723,0.095437,-0.009905,0,5.5,15,Y,SC
1,4,0,50.05859,78.803787,4180.542431,14.469438,-0.000992,0.000391,-0.000261,0.000296,0.0294,0.001201,0.096831,0.7161,0.318075,0.10992,-0.012244,0,5.5,15,Y,SC
1,1,1,0.0,0.0,0.0,0.0,0.128817,0.15651,-0.075466,0.116758,7.139663,0.007804,-47.741794,173.49771,7.308857,40.878973,-5.871387,0,5.5,20,N,DC
1,2,0,40.065433,72.482948,4178.753498,14.530932,-0.000234,0.000587,-0.000193,0.000263,0.025241,-0.000262,-0.060044,0.613898,0.190983,0.092088,-0.011243,0,5.5,20,N,DC
1,3,0,44.842369,75.364318,4178.748711,14.493359,-0.000452,0.000589,-0.000303,0.000409,0.027073,-0.000207,-0.025295,0.658587,0.24338,0.144363,-0.019878,0,5.5,20,N,DC
1,4,0,50.232256,79.732072,4178.567397,14.453933,-0.000817,0.000623,-0.000212,0.000353,0.027671,-0.00024,0.029586,0.673341,0.333924,0.110365,-0.027164,0,5.5,20,N,DC
1,1,1,0.0,0.0,0.0,0.0,0.128224,0.156921,-0.075631,0.116725,7.137912,0.007857,-47.711541,173.454915,7.546321,40.89842,-5.839896,0,5.5,20,N,SC
1,2,0,40.057578,76.91131,4181.866485,14.535213,-0.000538,0.000476,-0.000162,0.000231,0.023385,-0.00036,0.008479,0.569088,0.234533,0.077212,-0.013691,0,5.5,20,N,SC
1,3,0,44.979847,78.435819,4181.859553,14.498714,-0.000542,0.000535,-0.000292,0.000398,0.025822,-0.000404,-0.001463,0.62828,0.251109,0.139486,-0.020692,0,5.5,20,N,SC
1,4,0,50.267777,79.575046,4181.850307,14.458532,-0.000717,0.000553,-0.000499,0.00052,0.028101,-0.000361,0.023728,0.683907,0.297762,0.207642,-0.009079,0,5.5,20,N,SC
1,1,1,0.0,0.0,0.0,0.0,0.12856,0.156565,-0.074944,0.116648,7.140081,0.007364,-47.707809,173.507719,7.375599,40.743415,-5.938404,0,5.5,20,Y,DC
1,2,0,39.929721,75.431922,4173.404757,14.532585,-0.000559,0.000338,-0.000191,0.000309,0.029548,0.000609,0.034176,0.719416,0.20497,0.10159,-0.023338,0,5.5,20,Y,DC
1,3,0,44.873837,76.928416,4173.484572,14.495253,-0.00065,0.000297,-0.000224,0.00034,0.032715,0.000748,0.055552,0.796705,0.215444,0.115242,-0.024241,0,5.5,20,Y,DC
1,4,0,50.090884,78.145894,4173.513494,14.455921,-0.000789,0.000309,-0.000249,0.000297,0.035862,0.000854,0.076688,0.873508,0.249501,0.110891,-0.013758,0,5.5,20,Y,DC
1,1,1,0.0,0.0,0.0,0.0,0.128311,0.157047,-0.075562,0.116783,7.136965,0.007309,-47.746855,173.431457,7.556676,40.895314,-5.859592,0,5.5,20,Y,SC
1,2,0,40.110063,76.642151,4180.27361,14.535765,-0.000543,0.000202,-0.000193,0.000262,0.029162,0.00065,0.054058,0.7103,0.168221,0.093486,-0.015861,0,5.5,20,Y,SC
1,3,0,44.979174,78.056876,4180.31575,14.500053,-0.000736,0.00024,-0.000329,0.000332,0.032399,0.000802,0.079086,0.789254,0.222614,0.135537,-0.006925,0,5.5,20,Y,SC
1,4,0,50.110149,78.949961,4180.32161,14.466432,-0.000869,0.000248,-0.000387,0.000358,0.035851,0.000957,0.099515,0.873424,0.254886,0.152675,-0.002886,0,5.5,20,Y,SC
1,1,1,0.0,0.0,0.0,0.0,0.129573,0.155959,-0.075456,0.116813,7.141031,0.008016,-47.775886,173.531387,7.002065,40.899516,-5.88176,0,5.5,25,N,DC
1,2,0,40.219607,71.840941,4178.704411,14.532278,-0.000318,0.000424,-0.000404,0.000402,0.028865,-0.000343,-0.02028,0.702531,0.173064,0.167039,-0.002782,0,5.5,25,N,DC
1,3,0,44.952943,73.680586,4178.722421,14.492511,-0.000409,0.000441,-0.000516,0.000503,0.031841,-0.000371,-0.008618,0.775021,0.198797,0.211309,-0.00231,0,5.5,25,N,DC
1,4,0,50.112343,79.348381,4178.472045,14.453352,-0.000823,0.000403,-0.000248,0.000316,0.031865,-0.000408,0.066746,0.775976,0.281198,0.112927,-0.016709,0,5.5,25,N,DC
1,1,1,0.0,0.0,0.0,0.0,0.130076,0.156493,-0.075161,0.117038,7.144317,0.006593,-47.947855,173.609716,7.012314,40.883681,-5.960845,0,5.5,25,N,SC
1,2,0,39.859406,71.010445,4177.441481,14.544381,-0.000816,0.000431,-0.000348,0.000399,0.026966,-0.000328,0.060759,0.656555,0.28941,0.150498,-0.014454,0,5.5,25,N,SC
1,3,0,45.27636,74.085846,4177.347543,14.516776,-0.001153,0.000527,-0.000225,0.000336,0.029795,-0.000428,0.100603,0.725514,0.387646,0.108318,-0.024924,0,5.5,25,N,SC
1,4,0,50.099696,75.323201,4177.249745,14.480562,-0.001296,0.000535,-0.000352,0.000435,0.032388,-0.000435,0.122396,0.788748,0.423538,0.154958,-0.022181,0,5.5,25,N,SC
1,1,1,0.0,0.0,0.0,0.0,0.129115,0.156121,-0.074951,0.116701,7.140308,0.007011,-47.726522,173.513587,7.140928,40.764614,-5.946079,0,5.5,25,Y,DC
1,2,0,40.056194,76.133944,4172.992315,14.532323,-0.000682,0.000299,-0.000332,0.000382,0.034354,0.000714,0.060342,0.836684,0.224312,0.146855,-0.014223,0,5.5,25,Y,DC
1,3,0,45.051166,77.731638,4173.024313,14.49429,-0.000729,0.000232,-0.000358,0.000376,0.03782,0.000898,0.078887,0.921286,0.217996,0.151726,-0.009813,0,5.5,25,Y,DC
1,4,0,50.281043,78.512293,4173.050639,14.454427,-0.000781,0.000203,-0.000344,0.000358,0.041483,0.000912,0.092352,1.010633,0.22151,0.145402,-0.009462,0,5.5,25,Y,DC
1,1,1,0.0,0.0,0.0,0.0,0.129566,0.156764,-0.075497,0.117161,7.142511,0.007922,-47.90898,173.565695,7.19986,40.973718,-5.928972,0,5.5,25,Y,SC
1,2,0,40.057152,75.651408,4177.008244,14.560783,-0.001175,0.000321,8.7e-05,2e-05,0.03261,0.000753,0.139677,0.79459,0.337129,-0.021632,-0.023138,0,5.5,25,Y,SC
1,3,0,45.147581,78.545089,4176.78755,14.523252,-0.001539,0.000315,0.000189,-0.000109,0.034467,0.000789,0.201411,0.840177,0.417026,-0.072532,-0.020027,0,5.5,25,Y,SC
1,4,0,49.833917,78.982157,4176.740185,14.48048,-0.001739,0.000323,2.6e-05,3.1e-05,0.037592,0.00091,0.232233,0.916389,0.466555,-0.010077,-0.01872,0,5.5,25,Y,SC
1,1,1,0.0,0.0,0.0,0.0,0.130055,0.155977,-0.075431,0.116844,7.143282,0.007561,-47.858533,173.585809,6.894455,40.904594,-5.88777,0,5.5,30,N,DC
1,2,0,40.343093,78.086136,4178.809783,14.529464,-0.000833,0.000298,-0.00039,0.000405,0.030697,-0.000165,0.085279,0.747701,0.260435,0.162098,-0.009653,0,5.5,30,N,DC
1,3,0,45.260485,78.21519,4178.698663,14.487257,-0.000991,0.000401,-0.000465,0.000464,0.034119,-0.000183,0.093878,0.830991,0.321894,0.188629,-0.007895,0,5.5,30,N,DC
1,4,0,49.798772,79.066164,4178.570107,14.451751,-0.001065,0.00033,-0.000456,0.000487,0.036909,-0.000219,0.11764,0.899102,0.321214,0.19209,-0.014409,0,5.5,30,N,DC
1,1,1,0.0,0.0,0.0,0.0,0.129843,0.156508,-0.075146,0.116975,7.142442,0.007229,-47.91135,173.564221,7.069626,40.865233,-5.953967,0,5.5,30,N,SC
1,2,0,39.890851,75.606192,4177.020313,14.553791,-0.000848,0.000348,-0.000656,0.000639,0.032278,-0.000141,0.078183,0.786072,0.279675,0.26697,-0.006488,0,5.5,30,N,SC
1,3,0,44.816694,77.990377,4176.740755,14.522188,-0.001106,0.000347,-0.000616,0.000633,0.034093,-0.000239,0.120945,0.830459,0.337924,0.255449,-0.013506,0,5.5,30,N,SC
1,4,0,50.260431,78.812715,4176.543834,14.480635,-0.001386,0.000397,-0.000759,0.000725,0.037069,-0.000296,0.158172,0.903065,0.415539,0.302902,-0.007554,0,5.5,30,N,SC
1,1,1,0.0,0.0,0.0,0.0,0.129176,0.156119,-0.074791,0.116595,7.141328,0.006774,-47.735581,173.5384,7.123895,40.709253,-5.953502,0,5.5,30,Y,DC
1,2,0,40.032654,74.193074,4172.588142,14.532845,-0.000766,0.000413,-0.000361,0.000423,0.04035,0.000644,0.054997,0.982588,0.269452,0.160638,-0.016192,0,5.5,30,Y,DC
1,3,0,44.981254,76.397715,4172.631573,14.492856,-0.000931,0.000451,-0.000348,0.000463,0.044699,0.000739,0.075536,1.088538,0.315524,0.165332,-0.026041,0,5.5,30,Y,DC
1,4,0,49.918489,78.111249,4172.615002,14.45548,-0.001104,0.000384,-0.000634,0.000594,0.048082,0.000942,0.114286,1.171239,0.341915,0.252997,-0.003814,0,5.5,30,Y,DC
